,Unnamed: 0,Unnamed: 0.1,Ubicación,Area,Baños,Habitaciones,Precio
457,457,457,"Casa en Venta Toluca De Lerdo, México",133,3,3,132700
458,458,458,"Casa en Venta Colon Null
, Toluca De Lerdo, México",,3,3,149000
459,459,459,"Casa en Venta Casa En Venta 4 Recamaras Ex Hacienda San Jose Toluca Cerca De Aeropuerto
, Toluca De Lerdo, México",446,4,4,325000
460,460,460,"Casa en Venta Ramón G. Del Villar 109
, Toluca De Lerdo, México",,3,4,325000
461,461,461,"Casa en Venta Adolfo Lopez Mateos #146
, Toluca De Lerdo, México",160,3,3,45205.5
462,462,462,"Casa en Venta Toluca De Lerdo, México",878,4,4,600000
463,463,463,"Casa en Venta Prof. Santiago Velazco #000
, Toluca De Lerdo, México",120,2,3,12341.25
464,464,464,"Casa en Venta Silverio Perez #131
, Toluca De Lerdo, México",90,2,3,32911.05
465,465,465,"Casa en Venta San Mateo
, Toluca De Lerdo, México",262,2,2,117500
466,466,466,"Casa en Venta Fuentes De San José #sn
, Toluca De Lerdo, México",160,3,3,120000
467,467,467,"Casa en Venta Isabel La Catolica Null
, Doctores, Toluca De Lerdo",,4,8,275000
468,468,468,"Casa en Venta Silverio Perez #131
, Toluca De Lerdo, México",90,2,3,32910.6
469,469,469,"Casa en Venta San Jose Obrero #230
, Toluca De Lerdo, México",30,2,2,26150.75
470,470,470,"Casa en Venta Tierra Y Libertad #114
, Toluca De Lerdo, México",120,2,3,49553.05
471,471,471,"Casa en Venta Emiliano Zapata #0, 1
, Toluca De Lerdo, México",200,3,3,130000
472,472,472,"Casa en Venta Toluca De Lerdo, México",50,2,2,26151
473,473,473,"Casa en Venta Vicente Lombardo Tolentino
, Toluca De Lerdo, México",123,2,3,95000
474,474,474,"Casa en Venta Toluca De Lerdo, México",321,2,3,247500
475,475,475,"Casa en Venta San Carlos Borromeo #324
, Toluca De Lerdo, México",230,2,3,17230.05
476,476,476,"Casa en Venta Rebeca #0
, Toluca De Lerdo, México",120,2,3,127660.75
477,477,477,"Casa en Venta Paseo Santa Rosa #00
, Toluca De Lerdo, México",102,3,3,74000
478,478,478,"Casa en Venta Ex Hacienda De Tlalpan #sn
, Toluca De Lerdo, México",185,2,3,115000
479,479,479,"Casa en Venta Casa En Venta Cacalomacan
, Cacalomacan, Toluca De Lerdo",450,4,4,325000
480,480,480,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",140,2,3,21780.15
481,481,481,"Casa en Venta Martha #s/n
, Toluca De Lerdo, México",140,2,3,140000
482,482,482,"Casa en Venta Av.hidalgo Pte
, San Bernardino, Toluca De Lerdo",300,2,4,262900
483,483,483,"Casa en Venta Ocho Cedros, Toluca De Lerdo",630,3,3,329500
484,484,484,"Casa en Venta Toluca De Lerdo, México",216,3,4,127500
485,485,485,"Casa en Venta San Lorenzo Tepaltitlán Centro, Toluca De Lerdo",375,5,4,260000
486,486,486,"Casa en Venta P.º De La Herradura 17, Cacalomacan, 50250 Cacalomacán, Méx.
, Toluca De Lerdo, México",250,2,3,132500
487,487,487,"Casa en Venta Av. Arboledas
, San Mateo Otzacatipan, Toluca De Lerdo",112,2,3,82500
488,488,488,"Casa en Venta Lorenzo Garza #113
, Toluca De Lerdo, México",72,2,2,46000
489,489,489,"Casa en Venta La Merced  (alameda), Toluca De Lerdo",955,4,4,1050000
490,490,490,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",105,1,3,88650
491,491,491,"Casa en Venta Av. Vicente Lombardo Toledano #112
, Toluca De Lerdo, México",141,2,3,80000
492,492,492,"Casa en Venta Tierra Y Libertad #114
, Toluca De Lerdo, México",180,3,3,50803.05
493,493,493,"Casa en Venta 16 De Septiembre #1000
, Toluca De Lerdo, México",169,2,4,115000
494,494,494,"Casa en Venta Casa En Venta Los Sauces V, Toluca
, Toluca De Lerdo, México",66,1,3,55000
495,495,495,"Casa en Venta Avenida Árboleda #100
, Toluca De Lerdo, México",113,2,3,65000
496,496,496,"Casa en Venta Toluca De Lerdo, México",160,3,3,71060
497,497,497,"Casa en Venta Francisco Villa #58
, Toluca De Lerdo, México",157,2,3,135000
498,498,498,"Casa en Venta Atlacomulco
, Toluca De Lerdo, México",315,2,3,195000
499,499,499,"Casa en Venta Casa Nueva En Venta 3 Recamaras Residencial Crespa Towm Agata Toluca
, Toluca De Lerdo, México",121,2,2,138971.85
500,500,500,"Casa en Venta Frijol #201
, Toluca De Lerdo, México",130,3,3,56000
501,501,501,"Casa en Venta Carretera Toluca-naucalpan #1702
, Toluca De Lerdo, México",133,3,3,67500
502,502,502,"Casa en Venta Toluca De Lerdo, México",90,2,3,32910.75
503,503,503,"Casa en Venta Carretera Toluca Naucalpan
, Toluca De Lerdo, México",130,2,3,110000
504,504,504,"Casa en Venta Fancisco I. Madero
, Toluca De Lerdo, México",240,2,4,37500
505,505,505,"Casa en Venta Toluca De Lerdo, México",210,3,3,55005.7
506,506,506,"Casa en Venta Venta Colonia Ciprés. Null
, Ciprés, Toluca De Lerdo",,2,4,220000
507,507,507,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",240,2,3,21780.15
508,508,508,"Casa en Venta Isabel La Católica #000
, Toluca De Lerdo, México",248,2,4,53060
509,509,509,"Casa en Venta Independencia Norte #501, N, Consvsin Posiif13
, San Lorenzo Tepaltitlán Centro, Toluca De Lerdo",160,2,3,102500
510,510,510,"Casa en Venta Toluca De Lerdo, México",180,5,5,210000
511,511,511,"Casa en Venta Arbol De Las Manitas #000
, Toluca De Lerdo, México",160,3,4,19520
512,512,512,"Casa en Venta Avenida Del Trabajo #101
, Toluca De Lerdo, México",90,1,3,72500
513,513,513,"Casa en Venta San Marcos #219
, Toluca De Lerdo, México",180,3,3,28231.65
514,514,514,"Casa en Venta Subida De Los Alamos
, Toluca De Lerdo, México",500,2,3,350000
515,515,515,"Casa en Venta Luis Gonzaga Urbina #100, 0
, Tlacopa, Toluca De Lerdo",120,2,3,142750
516,516,516,"Casa en Venta Lago Tanganica #321
, Toluca De Lerdo, México",260,2,5,139500
517,517,517,"Casa en Venta Casa En Venta, Los Sauces, Toluca, Edo. De México.
, Toluca De Lerdo",88,1,2,46000
518,518,518,"Casa en Venta Parque Valle Escondido
, Toluca De Lerdo, México",364,2,3,115000
519,519,519,"Casa en Venta Emiliano Zapata #sn
, Toluca De Lerdo, México",300,4,3,142500
520,520,520,"Casa en Venta Naucalpan #00
, Toluca De Lerdo, México",139,4,3,54000
521,521,521,"Casa en Venta Capultitlán, Toluca De Lerdo",170,1,3,75000
522,522,522,"Casa en Venta Toluca De Lerdo, México",313,4,3,190000
523,523,523,"Casa en Venta Toluca De Lerdo, México",230,2,2,17230.25
524,524,524,"Casa en Venta Fracc Las Misiones
, Toluca De Lerdo, México",99,2,3,80000
525,525,525,"Casa en Venta Bonita Casa En Venta
, Toluca De Lerdo, México",32,1,1,27500
526,526,526,"Casa en Venta José María Arteaga #112
, Toluca De Lerdo, México",294,3,3,100000
527,527,527,"Casa en Venta Paseo De Los Agustinos #sn
, Toluca De Lerdo, México",101,3,3,84500
528,528,528,"Casa en Venta Toluca De Lerdo, México",113,3,2,69200
529,529,529,"Casa en Venta Toluca De Lerdo, México",287,2,4,187500
530,530,530,"Casa en Venta Sierra Ventana #206
, Toluca De Lerdo, México",180,3,3,235000
531,531,531,"Casa en Venta Rancho Seco #29, 6
, Toluca De Lerdo, México",65,1,3,57500
532,532,532,"Casa en Venta Roque Gonzalez 3
, Ocho Cedros, Toluca De Lerdo",,2,5,125000
533,533,533,"Casa en Venta Casa En Venta Colonia Azteca, Toluca
, Toluca De Lerdo, México",147,2,3,132500
534,534,534,"Casa en Venta Av. De Los Maestros #12
, Toluca De Lerdo, México",334,3,3,295000
535,535,535,"Casa en Venta Calzada Cuervos.
, Toluca De Lerdo, México",500,2,3,360000
536,536,536,"Casa en Venta San Lorenzo Tepaltitlán Centro, Toluca De Lerdo",303,1,3,135000
537,537,537,"Casa en Venta Toluca De Lerdo, México",295,3,2,650000
538,538,538,"Casa en Venta Https://maps.app.goo.gl/hzm1axdfcrbvgz2r6
, Toluca De Lerdo, México",222,2,3,190000
539,539,539,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",150,2,3,21780.15
540,540,540,"Casa en Venta Toluca De Lerdo, México",120,2,3,93450
541,541,541,"Casa en Venta Venta Nueva Residencia Capultitlan
, Toluca De Lerdo, México",780,4,4,215000
542,542,542,"Casa en Venta San Mateo Oxtotitlán, Toluca De Lerdo",365,3,4,175000
543,543,543,"Casa en Venta Carretera Toluca Naucalpan #1702
, Toluca De Lerdo, México",125,3,2,105500
544,544,544,"Casa en Venta Col. Villas De Santa Mónica
, Toluca De Lerdo, México",65,2,2,57500
545,545,545,"Casa en Venta Rincón De San Lorenzo, Toluca De Lerdo",80,1,3,55000
546,546,546,"Casa en Venta Amazonas 201 Null
, Toluca De Lerdo, México",,3,3,130000
547,547,547,"Casa en Venta Toluca De Lerdo, México",450,4,4,325000
548,548,548,"Casa en Venta Mz. 7 Lt. 15 #s/n
, Toluca De Lerdo, México",90,3,3,80000
549,549,549,"Casa en Venta Villas Toscana S/n
, San Mateo Otzacatipan, Toluca De Lerdo",,2,3,99000
550,550,550,"Casa en Venta Casa En Venta En Santa Ana Tepaltitlán, Toluca.
, Santa Ana Tlapaltitlán, Toluca De Lerdo",68,1,2,46000
551,551,551,"Casa en Venta Del Parque, Toluca De Lerdo",285,2,3,125000
552,552,552,"Casa en Venta El Seminario Toluca Mex
, Toluca De Lerdo, México",180,1,3,100000
553,553,553,"Casa en Venta Agronomos #0
, Toluca De Lerdo, México",70,1,2,19842.85
554,554,554,"Casa en Venta Circuito Luis Portillo Null
, Rancho La Mora, Toluca De Lerdo",,3,4,155000
555,555,555,"Casa en Venta Gral. José Vicente Villada 124, Delegación Sta Ana Tlapaltitlán, 50160 Toluca De Lerdo, Méx., México
, Toluca De Lerdo",257,2,3,249759.75
556,556,556,"Casa en Venta José María Pino Suárez, San Jose Guadalupe Huichochitlan, 50200 Santa Cruz Otzacatipan, Méx.
, Toluca De Lerdo, México",250,3,3,175000
557,557,557,"Casa en Venta República De Honduras 107
, Toluca De Lerdo, México",,4,7,240000
558,558,558,"Casa en Venta Santa Ana Tlapaltitlán, Toluca De Lerdo",210,2,5,194000
559,559,559,"Casa en Venta Casa Sola En Venta En San Lorenzo Toluca
, Toluca De Lerdo, México",226,3,6,137500
560,560,560,"Casa en Venta Agronomos #00
, Toluca De Lerdo, México",115,3,3,20050
561,561,561,"Casa en Venta Guillermo Marconi #507
, Toluca De Lerdo, México",140,2,3,39950
562,562,562,"Casa en Venta Paseo Cristobal Colon #511
, Toluca De Lerdo, México",226,3,3,114050
563,563,563,"Casa en Venta Casa En Venta, Sebastian Lerdo De Tejada, Toluca
, Toluca De Lerdo, México",183,1,3,162500
564,564,564,"Casa en Venta . #.
, Toluca De Lerdo, México",400,4,3,190000
565,565,565,"Casa en Venta Los Sauces #501, 1
, Los Sauces V, Toluca De Lerdo",120,2,3,29750.25
566,566,566,"Casa en Venta Fraccionamiento Paseo Arboledas
, Toluca De Lerdo, México",107,2,3,97500
567,567,567,"Casa en Venta Juan Silveti #137
, Toluca De Lerdo, México",100,2,3,28750
568,568,568,"Casa en Venta Alheli
, Toluca De Lerdo, México",160,1,3,105000
569,569,569,"Casa en Venta Valentín Gómez Farías
, San Bernardino, Toluca De Lerdo",210,2,4,173200
570,570,570,"Casa en Venta Prol Ramón Corona
, Toluca De Lerdo, México",152,2,3,147500
571,571,571,"Casa en Venta Hacienda De Los Sauces
, Toluca De Lerdo, México",95,1,2,72650
572,572,572,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",100,2,3,21500
573,573,573,"Casa en Venta Geologos #000
, Toluca De Lerdo, México",120,2,2,44950
574,574,574,"Casa en Venta Capultitlán, Toluca De Lerdo",148,1,2,90000
575,575,575,"Casa en Venta Toluca De Lerdo, México",771,4,6,3050000
576,576,576,"Casa en Venta Naucalpan #1702
, Toluca De Lerdo, México",139,4,3,54000
577,577,577,"Casa en Venta Toluca Null
, Héroes Del 5 De Mayo, Toluca De Lerdo",,3,5,162500
578,578,578,"Casa en Venta Toluca De Lerdo, México",280,2,2,400000
579,579,579,"Casa en Venta Toluca De Lerdo, México",315,2,4,217500
580,580,580,"Casa en Venta Toluca De Lerdo, México",471,1,3,700000
581,581,581,"Casa en Venta Naucalpan #00
, Toluca De Lerdo, México",139,4,3,54000
582,582,582,"Casa en Venta Cacalomacan, Toluca De Lerdo",151,3,3,125000
583,583,583,"Casa en Venta Privada Martha Rodriguez
, Toluca De Lerdo, México",155,2,3,95000
584,584,584,"Casa en Venta Electricistas Locales #sn
, Toluca De Lerdo, México",120,2,3,87500
585,585,585,"Casa en Venta Casa En Venta Lomas Altas
, Toluca De Lerdo, México",500,2,3,350000
586,586,586,"Casa en Venta 5 De Febrero
, Capultitlán, Toluca De Lerdo",500,3,4,275000
587,587,587,"Casa en Venta Toluca De Lerdo, México",120,2,3,85000
588,588,588,"Casa en Venta General Antonio Albarran #00
, Toluca De Lerdo, México",176,2,3,46770.9
589,589,589,"Casa en Venta Privada Fermin Rivera
, Toluca De Lerdo, México",66,1,2,44500
590,590,590,"Casa en Venta Avenida Arboleda #100, 7
, Toluca De Lerdo, México",130,3,3,112500
591,591,591,"Casa en Venta Toluca De Lerdo, México",150,2,3,118682.95
592,592,592,"Casa en Venta Toluca De Lerdo, México",130,3,2,110000
593,593,593,"Casa en Venta San Mateo Otzacatipan #0
, Toluca De Lerdo, México",127,3,3,92500
594,594,594,"Casa en Venta Casa Nueva En Venta 3 Recamaras Residencial Victoria Toluca
, Toluca De Lerdo, México",177,2,3,155000
595,595,595,"Casa en Venta 5 De Mayo, Toluca De Lerdo",320,2,2,372500
596,596,596,"Casa en Venta Lerma Ote
, Toluca De Lerdo, México",70,2,3,43000
597,597,597,"Casa en Venta Hacienda Vista Hermosa #sn
, Toluca De Lerdo, México",131,3,3,77500
598,598,598,"Casa en Venta Toluca De Lerdo, México",800,4,4,610000
599,599,599,"Casa en Venta Av Dioses Del Olimpo #s/n
, Toluca De Lerdo, México",155,2,3,94500
600,600,600,"Casa en Venta Paseo De Los Carmelitas #sn
, Toluca De Lerdo, México",101,3,3,87500
601,601,601,"Casa en Venta Adolfo López Mateos #146
, Toluca De Lerdo, México",160,3,3,45205.5
602,602,602,"Casa en Venta Prolongación Paseo Totoltepec
, Santa María Totoltepec, Toluca De Lerdo",69,1,,62500
603,603,603,"Casa en Venta Casa En Venta En Cacalomacán
, Cacalomacan, Toluca De Lerdo",850,4,4,850000
604,604,604,"Casa en Venta Toluca De Lerdo, México",600,3,3,250000
605,605,605,"Casa en Venta Morelia 42
, Toluca De Lerdo, México",124,1,4,80000
606,606,606,"Casa en Venta Azaleas #0
, Toluca De Lerdo, México",120,2,3,38750
607,607,607,"Casa en Venta Hortaliza 254, Delegación San Mateo Oxtotitlán, Toluca De Lerdo, Estado De Méxic #**
, Toluca De Lerdo, México",170,3,3,80000
608,608,608,"Casa en Venta Toluca De Lerdo, México",921,4,3,1350000
609,609,609,"Casa en Venta Hacienda Del Valle Ii
, Toluca De Lerdo, México",69,1,2,45000
610,610,610,"Casa en Venta Toluca De Lerdo, México",120,2,3,33350
611,611,611,"Casa en Venta San Mateo Otzacatipan, Toluca De Lerdo",61,1,2,42500
612,612,612,"Casa en Venta Casa Sola En Venta, Capultitlán, Toluca
, Toluca De Lerdo, México",263,2,4,145000
613,613,613,"Casa en Venta Blvd. Lic. Adolfo López Mateos #146, Casa 0
, Toluca De Lerdo, México",147,2,3,45205.5
614,614,614,"Casa en Venta Casa En Venta 4 Recamaras La Galia Toluca A 5 Min De Plaza Sendero O Aeropuerto
, Hacienda  La Galia, Toluca De Lerdo",,2,3,130000
615,615,615,"Casa en Venta Venta De Casa En Hacienda Del Valle Ii
, Toluca De Lerdo, México",66,1,3,59000
616,616,616,"Casa en Venta San Lorenzo Tepaltitlán Centro, Toluca De Lerdo",180,3,3,50362.5
617,617,617,"Casa en Venta Nueva Oxtotitlán, Toluca De Lerdo",250,1,4,150000
618,618,618,"Casa en Venta San Pedro Totoltepec, Toluca De Lerdo",228,2,5,70000
619,619,619,"Casa en Venta Blvd Miguel Alemàn #mz 1 Lt B, 2
, Toluca De Lerdo, México",112,3,2,60000
620,620,620,"Casa en Venta Casa En Venta Hacienda Del Valle 2
, Toluca De Lerdo, México",69,1,3,44750
621,621,621,"Casa en Venta Ex-hacienda De Mayorazgo #0
, Toluca De Lerdo, México",200,2,3,23750
622,622,622,"Casa en Venta Jesus Reyes Heroles #207
, Toluca De Lerdo, México",130,3,3,49500
623,623,623,"Casa en Venta Árbol De Las Manitas
, Toluca De Lerdo, México",400,3,4,210000
624,624,624,"Casa en Venta Casa En Venta , Hermenegildo Galeana
, Toluca De Lerdo, México",322,2,4,245000
625,625,625,"Casa en Venta Gomez Farias
, Toluca De Lerdo, México",600,5,6,1050000
626,626,626,"Casa en Venta Isabel La Católica #00
, Toluca De Lerdo, México",280,2,3,53060
627,627,627,"Casa en Venta Casa En Venta Geovillas San Mateo
, San Pedro Totoltepec, Toluca De Lerdo",64,1,2,40000
628,628,628,"Casa en Venta Privada De Galicia
, Toluca De Lerdo, México",96,2,2,70000
629,629,629,"Casa en Venta Independencia #00
, Toluca De Lerdo, México",110,1,3,20850
630,630,630,"Casa en Venta Geovillas De Independencia #nd
, Toluca De Lerdo, México",57,2,2,60000
631,631,631,"Casa en Venta Casa En Venta Toluca
, Toluca De Lerdo, México",333,3,3,140000
632,632,632,"Casa en Venta Toluca De Lerdo, México",140,2,3,35000
633,633,633,"Casa en Venta Toluca
, Toluca De Lerdo, México",170,3,3,107500
634,634,634,"Casa en Venta San Marcos #00
, Toluca De Lerdo, México",130,2,4,28231.7
635,635,635,"Casa en Venta San Buenaventura, Toluca De Lerdo",206,4,3,142500
636,636,636,"Casa en Venta Abetos 932, Conj U Los Sauces, San José Guadalupe, Estado De México #**
, Toluca De Lerdo",60,1,3,49000
637,637,637,"Casa en Venta Ocho Cedros #nd
, Toluca De Lerdo, México",654,4,4,300000
638,638,638,"Casa en Venta Toluca De Lerdo, México",189,2,3,134500
639,639,639,"Casa en Venta Ejido Santa Cruz Azcapotzaltongo, Toluca De Lerdo",290,3,3,210250
640,640,640,"Casa en Venta Carretera Toluca Naucalpan #1702
, Toluca De Lerdo, México",218,4,3,68000
641,641,641,"Casa en Venta Villas Toscana
, San Nicolás Tolentino, Toluca De Lerdo",125,2,3,105000
642,642,642,"Casa en Venta Calle Laguna Del Volcán 613, El Seminario Primera Sección, Toluca De Lerdo, Esta #**
, Toluca De Lerdo, México",103,2,3,97500
643,643,643,"Casa en Venta Toluca De Lerdo, México",180,2,3,105000
644,644,644,"Casa en Venta Casa En Venta Residencial Las Fuentes Toluca
, Toluca De Lerdo, México",123,2,3,95000
645,645,645,"Casa en Venta De La Barranca #0
, Tlacopa, Toluca De Lerdo",128,2,3,26076.75
646,646,646,"Casa en Venta Casa En Venta Cacalomacan
, Cacalomacan, Toluca De Lerdo",350,3,3,225000
647,647,647,"Casa en Venta Toluca De Lerdo, México",140,2,3,26851.6
648,648,648,"Casa en Venta Roberto Fulton
, Toluca De Lerdo, México",200,3,3,167500
649,649,649,"Casa en Venta Avenida Independencia #143
, Toluca De Lerdo, México",75,1,2,19100
650,650,650,"Casa en Venta Toluca De Lerdo, México",110,2,2,20900
651,651,651,"Casa en Venta Jose Marti Null
, Tlacopa, Toluca De Lerdo",,2,3,107500
652,652,652,"Casa en Venta Toluca Null
, Ocho Cedros, Toluca De Lerdo",,2,5,142500
653,653,653,"Casa en Venta Av. Independencia #139
, Toluca De Lerdo, México",100,1,3,20850
654,654,654,"Casa en Venta Toluca De Lerdo, México",100,2,3,64408
655,655,655,"Casa en Venta Celanese, Toluca De Lerdo",220,2,5,117500
656,656,656,"Casa en Venta 23 De Septiembre Null
, Toluca De Lerdo, México",,4,5,287500
657,657,657,"Casa en Venta Toluca De Lerdo, México",110,2,3,31616
658,658,658,"Casa en Venta . #., .
, Toluca De Lerdo, México",249,5,3,115000
659,659,659,"Casa en Venta Prol Gral Juan Andrew Almazán
, Toluca De Lerdo, México",400,3,5,190000
660,660,660,"Casa en Venta San Mateo Oxtotitlán, Toluca De Lerdo",120,1,2,87500
661,661,661,"Casa en Venta Independencia, Toluca De Lerdo",175,2,3,205000
662,662,662,"Casa en Venta Hacienda Del Valle Ii, Toluca De Lerdo",82,2,3,53250
663,663,663,"Casa en Venta Toluca De Lerdo, México",66,3,4,75000
664,664,664,"Casa en Venta Manuel Sotelo #509, 0
, Morelos 2a Secc, Toluca De Lerdo",262,5,5,219000
665,665,665,"Casa en Venta María Curie #303
, Toluca De Lerdo, México",245,3,3,215550
666,666,666,"Casa en Venta Guadalupe #4
, Toluca De Lerdo, México",1500,4,4,1150000
667,667,667,"Casa en Venta Toluca De Lerdo, México",324,3,7,215000
668,668,668,"Casa en Venta San Marcos #211
, Toluca De Lerdo, México",95,1,2,27788.7
669,669,669,"Casa en Venta Toluca De Lerdo, México",120,2,3,61966.1
670,670,670,"Casa en Venta Al Refugio #sn
, Toluca De Lerdo, México",250,4,4,120000
671,671,671,"Casa en Venta Toluca De Lerdo, México",140,2,3,48282.4
672,672,672,"Casa en Venta Boulevard Adolfo Lopez Mateos #146
, Toluca De Lerdo, México",160,2,3,45205.5
673,673,673,"Casa en Venta Miguel Hidalgo #s/n
, Toluca De Lerdo, México",119,3,3,85000
674,674,674,"Casa en Venta Pensador Mexicano #00
, San Lorenzo Tepaltitlán Centro, Toluca De Lerdo",180,3,3,91550
675,675,675,"Casa en Venta Toluca De Lerdo, México",100,2,3,52472
676,676,676,"Casa en Venta María Curie #303, 00
, Toluca De Lerdo, México",200,3,3,197250
677,677,677,"Casa en Venta Casa En Venta San José, Santa Cruz Otzacatipan
, Toluca De Lerdo, México",446,5,4,325000
678,678,678,"Casa en Venta Paraje Jacques Cousteau
, Toluca De Lerdo, México",400,5,5,225000
679,679,679,"Casa en Venta Guillermo Marconi #00, 00
, Toluca De Lerdo, México",120,2,3,54375.25
680,680,680,"Casa en Venta Toluca De Lerdo, México",390,7,6,450000
681,681,681,"Casa en Venta Carmen Serdan, Colon Toluca Mex
, Toluca De Lerdo, México",280,5,4,400000
682,682,682,"Casa en Venta San Mateo Otzacatipan, Toluca De Lerdo",99,2,3,80000
683,683,683,"Casa en Venta Av. Hidalgo Ote
, Toluca De Lerdo, México",112,2,3,99000
684,684,684,"Casa en Venta Agronomos #0
, Toluca De Lerdo, México",110,1,2,20092.85
685,685,685,"Casa en Venta Crespa Town Modelo Coral
, De La Crespa, Toluca De Lerdo",,2,3,139421.05
686,686,686,"Casa en Venta Lago Tanganica 103
, Ocho Cedros, Toluca De Lerdo",,2,5,139500
687,687,687,"Casa en Venta Antonio Albarran #608
, Toluca De Lerdo, México",150,3,3,112500
688,688,688,"Casa en Venta Casa En Venta 3 Recamaras Santa Maria Totoltepec Toluca Cerca De Aeropuerto Y Av Tollocan
, Santa María Totoltepec, Toluca De Lerdo",,1,3,100000
689,689,689,"Casa en Venta Toluca De Lerdo, México",353,2,4,225000
690,690,690,"Casa en Venta Privada Gomez Del Villar Null
, Toluca De Lerdo, México",,2,3,177500
691,691,691,"Casa en Venta Fraccionamientos Sauces
, Toluca De Lerdo, México",94,1,2,65000
692,692,692,"Casa en Venta Hacienda De Cerro Viejo #m29
, Toluca De Lerdo, México",70,1,2,30527.6
693,693,693,"Casa en Venta Toluca De Lerdo, México",84,2,3,51750
694,694,694,"Casa en Venta Toluca De Lerdo, México",120,3,4,120000
695,695,695,"Casa en Venta Venta De Casa Para ,oficina Y Consultorios
, Morelos 1a Sección, Toluca De Lerdo",,2,3,174000
696,696,696,"Casa en Venta Avenida Independencia #143
, Toluca De Lerdo, México",160,2,3,19100
697,697,697,"Casa en Venta Convento De San Antonio De Padua #28
, Toluca De Lerdo, México",101,3,3,87500
698,698,698,"Casa en Venta Toluca De Lerdo, México",126,3,3,105000
699,699,699,"Casa en Venta Cultural #nd
, Toluca De Lerdo, México",483,3,6,410000
700,700,700,"Casa en Venta Casa Sola En Metepec
, Toluca De Lerdo, México",170,3,3,110000
701,701,701,"Casa en Venta Gral Marcelino Garcia Barragán 1001
, El Seminario 3a Sección, Toluca De Lerdo",,1,4,132800
702,702,702,"Casa en Venta Gral Marcelino Garcia Barragán 1001
, El Seminario 3a Sección, Toluca De Lerdo",,1,4,132800
703,703,703,"Casa en Venta Casa En Capultitlan
, Toluca De Lerdo, México",205,1,4,82500
704,704,704,"Casa en Venta Niños Heroes
, Toluca De Lerdo, México",183,2,2,149500
705,705,705,"Casa en Venta Toluca De Lerdo, México",160,2,3,43635
706,706,706,"Casa en Venta Cacalomacan, Toluca De Lerdo",386,4,3,160000
707,707,707,"Casa en Venta Toluca De Lerdo, México",360,3,4,95406.9
708,708,708,"Casa en Venta Nezahualcóyotl #00
, Toluca De Lerdo, México",280,1,3,51500
709,709,709,"Casa en Venta Isabel La Catolica #902
, Toluca De Lerdo, México",200,2,3,53060
710,710,710,"Casa en Venta Toluca De Lerdo, México",230,2,3,17230.05
711,711,711,"Casa en Venta Bonita Casa Disponible Para Venta En San Felipe Tlalmimilolpan
, Toluca De Lerdo, México",111,2,2,97500
712,712,712,"Casa en Venta Galeana
, Toluca De Lerdo, México",400,4,5,700000
713,713,713,"Casa en Venta Alpinismo, San Buenaventura
, Toluca De Lerdo, México",,2,3,105000
714,714,714,"Casa en Venta Casa Nueva En Venta En Crespa Town, Mod.zafiro
, De La Crespa, Toluca De Lerdo",127,2,3,144413.05
715,715,715,"Casa en Venta Casa En Venta En Residencial Colon En Toluca, Estado De Mexico
, Toluca De Lerdo",576,5,5,325000
716,716,716,"Casa en Venta Independencia, Toluca De Lerdo",210,2,3,249750
717,717,717,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",136,2,3,21780.15
718,718,718,"Casa en Venta Casa En Venta En Hacienda Del Valle Ii, Toluca.
, Toluca De Lerdo, México",116,1,3,65000
719,719,719,"Casa en Venta Https://goo.gl/maps/jcmathxm2rdagflz7
, Altamirano, Toluca De Lerdo",81,1,2,225000
720,720,720,"Casa en Venta La Merced  (alameda), Toluca De Lerdo",300,3,6,200000
721,721,721,"Casa en Venta Https://goo.gl/maps/hozdhrderfzmpjhu9
, San Mateo Oxtotitlán, Toluca De Lerdo",,2,3,110000
722,722,722,"Casa en Venta Silverio Pérez #00
, Toluca De Lerdo, México",120,1,3,32910.65
723,723,723,"Casa en Venta Ocho Cedros, Toluca De Lerdo",227,2,4,140000
724,724,724,"Casa en Venta Casa En Venta 4 Recamaras La Galia Toluca Cerca De Aeropuerto Y Plaza Sendero
, Hacienda  La Galia, Toluca De Lerdo",,2,4,120000
725,725,725,"Casa en Venta Ciprés, Toluca De Lerdo",594,4,4,600000
726,726,726,"Casa en Venta Electricistas Locales, Toluca De Lerdo",200,2,3,214500
727,727,727,"Casa en Venta Benito Juarez Norte 501
, Santa Bárbara, Toluca De Lerdo",,3,8,325000
728,728,728,"Casa en Venta Miguel Mata #209
, Toluca De Lerdo, México",150,1,2,21780.15
729,729,729,"Casa en Venta Remate Bancario, Casa, San Marcos, Villa Santin, Toluca, Estado De Mexico
, Toluca De Lerdo",80,1,2,35524.6
730,730,730,"Casa en Venta Casa Venta Cipres
, Toluca De Lerdo, México",220,2,3,362500
731,731,731,"Casa en Venta Fraccionamiento Las Misiones Ii, San Pedro Totoltepec, Carr. Toluca-naucalpan 1702, Iii, 50226 Toluca De Lerdo, Méx.
, Toluca De Lerdo, México",101,2,3,90000
